20/08/2018;15;48;42;18;40;10
18/08/2018;33;37;31;16;49;8
15/08/2018;40;21;47;27;6;8
13/08/2018;10;19;21;2;40;6
11/08/2018;41;27;44;46;14;5
08/08/2018;5;19;29;15;24;8
06/08/2018;30;4;37;32;23;6
04/08/2018;41;23;9;32;38;3
01/08/2018;47;15;45;35;17;4
30/07/2018;33;7;13;41;43;2
28/07/2018;7;23;13;18;21;10
25/07/2018;35;27;22;20;30;3
23/07/2018;7;20;41;40;11;6
21/07/2018;44;18;9;28;1;10
18/07/2018;18;26;27;43;35;7
16/07/2018;36;31;9;16;3;1
14/07/2018;47;37;45;3;20;3
11/07/2018;11;46;1;22;42;4
09/07/2018;9;21;19;36;40;1
07/07/2018;41;3;34;11;10;10
04/07/2018;41;23;16;20;45;5
02/07/2018;48;38;36;45;16;8
30/06/2018;5;36;23;29;45;7
27/06/2018;26;11;9;41;8;10
25/06/2018;14;9;21;13;32;5
23/06/2018;41;32;49;10;36;10
20/06/2018;43;33;8;30;6;3
18/06/2018;34;2;7;13;44;8
16/06/2018;35;17;8;43;19;9
13/06/2018;20;48;15;29;49;1
11/06/2018;44;41;49;25;14;4
09/06/2018;7;16;5;9;12;10
06/06/2018;43;5;33;6;47;2
04/06/2018;8;38;48;16;35;2
02/06/2018;18;13;31;7;35;4
30/05/2018;4;44;41;36;33;6
28/05/2018;35;10;25;21;23;10
26/05/2018;26;24;2;43;3;8
23/05/2018;14;29;3;36;25;9
21/05/2018;20;4;46;16;5;5
19/05/2018;5;47;30;45;12;9
16/05/2018;44;37;7;23;41;8
14/05/2018;40;33;23;1;5;8
12/05/2018;6;23;9;47;5;10
09/05/2018;10;23;35;34;5;6
07/05/2018;43;13;10;23;46;6
05/05/2018;9;30;47;41;15;5
02/05/2018;8;1;14;10;21;10
30/04/2018;43;48;49;36;7;7
28/04/2018;36;14;40;31;47;2
25/04/2018;21;23;5;10;36;1
23/04/2018;2;33;20;29;32;8
21/04/2018;26;20;2;11;39;5
18/04/2018;18;11;38;17;46;8
16/04/2018;16;25;6;21;26;5
14/04/2018;24;5;49;36;1;7
11/04/2018;40;46;32;17;1;8
09/04/2018;1;32;20;28;42;6
07/04/2018;26;34;10;45;7;7
04/04/2018;19;40;22;45;36;6
02/04/2018;28;34;18;13;14;2
31/03/2018;42;2;41;18;31;8
28/03/2018;43;39;15;5;45;10
26/03/2018;27;17;37;10;4;10
24/03/2018;31;11;44;35;26;9
21/03/2018;31;45;21;30;29;2
19/03/2018;20;15;27;46;24;10
17/03/2018;48;43;36;30;13;9
14/03/2018;36;46;13;4;3;10
12/03/2018;27;7;10;38;13;8
10/03/2018;5;47;23;21;18;6
07/03/2018;13;6;18;36;37;5
05/03/2018;44;38;25;17;41;9
03/03/2018;3;4;8;2;31;9
28/02/2018;42;5;49;31;28;7
26/02/2018;13;34;39;42;37;3
24/02/2018;12;6;9;31;43;3
21/02/2018;12;41;2;28;16;1
19/02/2018;32;9;8;29;28;2
17/02/2018;49;48;14;22;38;9
14/02/2018;13;3;44;19;5;4
12/02/2018;27;35;48;3;32;9
10/02/2018;19;31;2;40;42;5
07/02/2018;44;13;17;48;33;3
05/02/2018;7;29;1;30;45;7
03/02/2018;22;9;23;38;13;4
31/01/2018;29;26;16;4;49;1
29/01/2018;11;32;27;36;21;6
27/01/2018;45;10;9;34;39;10
24/01/2018;9;37;35;23;28;5
22/01/2018;31;11;16;1;14;2
20/01/2018;44;32;27;38;46;7
17/01/2018;16;25;40;49;4;3
15/01/2018;15;28;22;2;5;2
13/01/2018;48;35;20;31;36;10
10/01/2018;7;49;18;9;16;3
08/01/2018;8;44;37;43;45;2
06/01/2018;45;40;17;6;31;9
03/01/2018;34;44;27;23;4;4
01/01/2018;7;43;10;9;14;1
30/12/2017;40;28;35;13;12;8
27/12/2017;22;6;48;7;14;8
25/12/2017;3;31;6;10;29;8
23/12/2017;4;6;44;8;48;10
20/12/2017;6;11;13;24;10;9
18/12/2017;11;39;48;10;29;9
16/12/2017;48;20;15;9;49;6
13/12/2017;17;49;24;43;28;8
11/12/2017;47;34;26;43;29;4
09/12/2017;48;49;10;46;23;8
06/12/2017;27;12;38;7;30;1
04/12/2017;43;32;15;23;41;8
02/12/2017;24;45;39;33;35;1
29/11/2017;8;20;3;12;13;4
27/11/2017;36;5;6;39;46;6
25/11/2017;43;1;48;2;47;10
22/11/2017;30;1;10;2;39;8
20/11/2017;6;30;40;43;35;3
18/11/2017;13;9;17;37;48;1
15/11/2017;12;10;16;35;14;6
13/11/2017;30;29;24;3;43;5
11/11/2017;40;47;48;1;36;3
08/11/2017;37;41;13;26;2;5
06/11/2017;30;45;49;27;48;1
04/11/2017;23;7;38;35;6;7
01/11/2017;18;8;26;9;32;1
30/10/2017;32;42;12;44;34;5
28/10/2017;22;12;47;5;29;8
25/10/2017;9;3;19;41;43;8
23/10/2017;12;21;47;44;25;3
21/10/2017;2;42;6;20;21;8
18/10/2017;5;13;25;12;24;7
16/10/2017;39;48;30;5;32;8
14/10/2017;18;20;38;43;47;3
11/10/2017;44;48;6;29;15;4
09/10/2017;47;30;6;15;3;9
07/10/2017;41;44;8;37;46;3
04/10/2017;45;34;20;30;1;9
02/10/2017;1;11;28;12;20;7
30/09/2017;16;44;3;38;27;7
27/09/2017;13;10;16;42;35;4
25/09/2017;37;16;17;33;34;6
23/09/2017;15;33;22;19;37;4
20/09/2017;37;6;4;17;22;6
18/09/2017;12;25;37;29;34;9
16/09/2017;37;46;4;18;16;5
13/09/2017;18;45;4;25;33;1
11/09/2017;23;42;48;45;12;9
09/09/2017;44;13;19;15;39;1
06/09/2017;49;46;28;19;39;4
04/09/2017;33;6;27;1;35;9
02/09/2017;10;14;1;40;18;7
30/08/2017;29;26;7;12;47;9
28/08/2017;6;8;20;24;42;6
26/08/2017;10;40;35;32;38;3
23/08/2017;32;23;16;1;4;7
21/08/2017;8;36;43;27;14;5
19/08/2017;39;8;40;21;7;7
16/08/2017;31;29;25;19;41;4
14/08/2017;13;15;39;2;9;4
12/08/2017;13;36;41;15;5;10
09/08/2017;32;38;36;31;49;1
07/08/2017;38;24;42;21;14;4
05/08/2017;3;25;30;13;37;2
02/08/2017;34;30;9;12;32;7
31/07/2017;45;37;47;25;31;7
29/07/2017;24;41;45;23;10;1
26/07/2017;13;44;35;3;25;2
24/07/2017;14;11;38;21;35;3
22/07/2017;40;30;16;5;28;9
19/07/2017;16;26;6;8;9;7
17/07/2017;40;41;5;33;16;2
15/07/2017;34;37;24;48;29;2
12/07/2017;3;16;31;43;18;5
10/07/2017;23;43;17;21;18;4
08/07/2017;9;30;46;43;31;10
05/07/2017;18;29;17;34;8;6
03/07/2017;48;8;10;28;2;2
01/07/2017;26;47;16;33;21;8
28/06/2017;48;30;37;29;9;1
26/06/2017;1;49;5;29;38;9
24/06/2017;48;27;23;35;24;5
21/06/2017;12;22;34;18;39;6
19/06/2017;25;43;18;47;40;9
17/06/2017;26;25;40;14;39;3
14/06/2017;44;43;49;41;31;5
12/06/2017;5;29;4;7;27;5
10/06/2017;49;34;37;36;8;10
07/06/2017;22;43;36;40;21;5
05/06/2017;49;12;17;41;21;7
03/06/2017;23;45;36;34;44;3
31/05/2017;1;36;9;41;27;1
29/05/2017;40;43;39;41;1;9
27/05/2017;9;8;28;40;17;8
24/05/2017;17;22;18;8;30;5
22/05/2017;27;21;22;7;31;10
20/05/2017;33;31;28;34;42;3
17/05/2017;25;44;6;30;22;7
15/05/2017;22;13;1;27;5;1
13/05/2017;16;13;9;28;47;10
10/05/2017;30;22;20;43;12;9
08/05/2017;33;7;47;22;43;6
06/05/2017;27;41;34;6;45;5
03/05/2017;20;15;27;46;6;3
01/05/2017;18;46;37;16;35;6
29/04/2017;48;37;46;44;34;9
26/04/2017;27;6;8;14;16;5
24/04/2017;7;42;28;45;41;9
22/04/2017;17;21;31;1;46;5
19/04/2017;47;39;38;41;48;9
17/04/2017;8;36;46;4;33;7
15/04/2017;28;29;41;40;49;5
12/04/2017;48;18;3;28;40;7
10/04/2017;11;3;20;14;1;2
08/04/2017;17;44;18;45;29;5
05/04/2017;10;40;42;20;6;10
03/04/2017;34;16;44;3;9;3
01/04/2017;46;2;44;9;25;9
29/03/2017;35;14;10;26;25;5
27/03/2017;2;49;9;38;18;8
25/03/2017;2;5;8;43;49;1
22/03/2017;43;25;28;2;11;5
20/03/2017;42;39;28;13;40;1
18/03/2017;33;18;1;30;6;2
15/03/2017;25;5;46;36;31;8
13/03/2017;16;21;34;48;24;3
11/03/2017;1;39;31;13;42;7
08/03/2017;40;16;46;42;47;2
06/03/2017;26;10;6;41;3;9
